,annID,postCategory,postId,toyou,toany,intent,racist,off_avg,empathy,racism,harmHateSpeech,lingPurism,freeSpeech,traditionalism,altruism,divSocialCircle,annotatorGender,manVsWoman,annotatorRace,whiteVsBlack,annotatorPolitics,politicallyEngaged,sexualOrientation,straightOrNot,bornUS,BLMsupport,socialMediaUsage,nLanguagesSpoken
36,3,Vulgar,1,1,2,1,1,1.5,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1
37,3,AAE,1,3,2,2,1,2.5,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1
38,3,targetsBlackPeople,1,2,3,3,2,2.5,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1
39,3,Vulgar,2,3,3,2,1,3.0,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1
40,3,AAE,2,1,2,1,1,1.5,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1
41,3,targetsBlackPeople,2,3,3,4,4,3.0,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1
42,3,Vulgar,3,1,1,1,1,1.0,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1
43,3,AAE,3,1,1,1,1,1.0,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1
44,3,targetsBlackPeople,3,4,5,3,5,4.5,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1
45,3,Vulgar,4,3,2,2,1,2.5,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1
46,3,AAE,4,1,1,1,1,1.0,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1
47,3,targetsBlackPeople,4,2,4,3,3,3.0,1.0,-1.0,0.5,0.0,-0.4,-0.125,0.5,0.0,woman,1.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,3,1
48,4,Vulgar,1,1,2,1,1,1.5,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
49,4,AAE,1,1,2,1,1,1.5,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
50,4,targetsBlackPeople,1,2,3,1,3,2.5,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
51,4,Vulgar,2,2,2,1,1,2.0,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
52,4,AAE,2,1,1,1,1,1.0,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
53,4,targetsBlackPeople,2,3,4,2,4,3.5,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
54,4,Vulgar,3,1,1,1,1,1.0,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
55,4,AAE,3,1,2,1,1,1.5,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
56,4,targetsBlackPeople,3,4,4,2,5,4.0,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
57,4,Vulgar,4,1,1,1,1,1.0,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
58,4,AAE,4,1,1,1,1,1.0,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
59,4,targetsBlackPeople,4,4,5,2,4,4.5,0.5,-0.8,0.6666666666666666,-0.25,-0.7,0.625,0.75,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
60,7,Vulgar,1,2,2,1,1,2.0,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1
61,7,AAE,1,2,3,2,1,2.5,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1
62,7,targetsBlackPeople,1,5,5,5,5,5.0,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1
63,7,Vulgar,2,2,2,2,1,2.0,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1
64,7,AAE,2,1,1,1,1,1.0,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1
65,7,targetsBlackPeople,2,5,5,5,5,5.0,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1
66,7,Vulgar,3,2,2,1,1,2.0,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1
67,7,AAE,3,2,3,3,1,2.5,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1
68,7,targetsBlackPeople,3,3,4,4,5,3.5,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1
69,7,Vulgar,4,2,2,1,1,2.0,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1
70,7,AAE,4,1,2,2,1,1.5,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1
71,7,targetsBlackPeople,4,4,5,5,5,4.5,0.375,-1.0,1.0,0.25,-0.6,-0.375,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,5,1
72,8,Vulgar,1,1,1,1,1,1.0,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1
73,8,AAE,1,1,2,1,1,1.5,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1
74,8,targetsBlackPeople,1,2,2,2,2,2.0,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1
75,8,Vulgar,2,1,1,1,1,1.0,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1
76,8,AAE,2,1,1,1,1,1.0,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1
77,8,targetsBlackPeople,2,3,3,2,3,3.0,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1
78,8,Vulgar,3,1,1,1,1,1.0,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1
79,8,AAE,3,1,1,1,1,1.0,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1
80,8,targetsBlackPeople,3,4,4,3,4,4.0,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1
81,8,Vulgar,4,1,1,1,1,1.0,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1
82,8,AAE,4,1,1,1,1,1.0,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1
83,8,targetsBlackPeople,4,3,3,2,3,3.0,0.25,-0.8,0.5,0.375,-0.3,0.75,0.5,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,0.5,3,1
84,9,Vulgar,1,1,1,1,1,1.0,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1
85,9,AAE,1,3,3,3,1,3.0,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1
86,9,targetsBlackPeople,1,1,1,1,2,1.0,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1
87,9,Vulgar,2,1,2,1,1,1.5,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1
88,9,AAE,2,1,1,1,1,1.0,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1
89,9,targetsBlackPeople,2,1,5,4,4,3.0,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1
90,9,Vulgar,3,1,1,1,1,1.0,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1
91,9,AAE,3,1,1,1,1,1.0,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1
92,9,targetsBlackPeople,3,5,5,5,5,5.0,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1
93,9,Vulgar,4,1,1,1,1,1.0,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1
94,9,AAE,4,1,1,1,1,1.0,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1
95,9,targetsBlackPeople,4,5,5,2,5,5.0,0.375,-1.0,0.3333333333333333,0.0,-0.3,0.125,0.5,-1.0,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,1.0,4,1
96,10,Vulgar,1,2,2,1,1,2.0,0.75,-1.0,-0.5,0.0,-0.6,0.125,0.0,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
97,10,AAE,1,1,1,1,1,1.0,0.75,-1.0,-0.5,0.0,-0.6,0.125,0.0,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
98,10,targetsBlackPeople,1,3,4,4,5,3.5,0.75,-1.0,-0.5,0.0,-0.6,0.125,0.0,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
99,10,Vulgar,2,2,2,1,1,2.0,0.75,-1.0,-0.5,0.0,-0.6,0.125,0.0,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
100,10,AAE,2,1,1,1,1,1.0,0.75,-1.0,-0.5,0.0,-0.6,0.125,0.0,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
101,10,targetsBlackPeople,2,5,5,5,5,5.0,0.75,-1.0,-0.5,0.0,-0.6,0.125,0.0,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
102,10,Vulgar,3,2,2,1,1,2.0,0.75,-1.0,-0.5,0.0,-0.6,0.125,0.0,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
103,10,AAE,3,1,1,1,1,1.0,0.75,-1.0,-0.5,0.0,-0.6,0.125,0.0,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
104,10,targetsBlackPeople,3,5,5,5,5,5.0,0.75,-1.0,-0.5,0.0,-0.6,0.125,0.0,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
105,10,Vulgar,4,3,3,2,2,3.0,0.75,-1.0,-0.5,0.0,-0.6,0.125,0.0,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
106,10,AAE,4,1,1,1,1,1.0,0.75,-1.0,-0.5,0.0,-0.6,0.125,0.0,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
107,10,targetsBlackPeople,4,5,5,5,5,5.0,0.75,-1.0,-0.5,0.0,-0.6,0.125,0.0,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,0.5,3,1
108,11,Vulgar,1,1,1,1,1,1.0,0.375,-0.7,0.3333333333333333,-0.875,0.4,-0.75,0.75,-0.5,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,-0.5,2,1
109,11,AAE,1,2,2,2,1,2.0,0.375,-0.7,0.3333333333333333,-0.875,0.4,-0.75,0.75,-0.5,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,-0.5,2,1
110,11,targetsBlackPeople,1,1,2,1,1,1.5,0.375,-0.7,0.3333333333333333,-0.875,0.4,-0.75,0.75,-0.5,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,-0.5,2,1
111,11,Vulgar,2,1,1,1,1,1.0,0.375,-0.7,0.3333333333333333,-0.875,0.4,-0.75,0.75,-0.5,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,-0.5,2,1
112,11,AAE,2,2,2,2,1,2.0,0.375,-0.7,0.3333333333333333,-0.875,0.4,-0.75,0.75,-0.5,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,-0.5,2,1
113,11,targetsBlackPeople,2,3,4,2,1,3.5,0.375,-0.7,0.3333333333333333,-0.875,0.4,-0.75,0.75,-0.5,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,-0.5,2,1
114,11,Vulgar,3,1,1,1,1,1.0,0.375,-0.7,0.3333333333333333,-0.875,0.4,-0.75,0.75,-0.5,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,-0.5,2,1
115,11,AAE,3,1,1,1,1,1.0,0.375,-0.7,0.3333333333333333,-0.875,0.4,-0.75,0.75,-0.5,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,-0.5,2,1
116,11,targetsBlackPeople,3,5,5,4,5,5.0,0.375,-0.7,0.3333333333333333,-0.875,0.4,-0.75,0.75,-0.5,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,-0.5,2,1
117,11,Vulgar,4,1,1,1,1,1.0,0.375,-0.7,0.3333333333333333,-0.875,0.4,-0.75,0.75,-0.5,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,-0.5,2,1
118,11,AAE,4,1,1,1,1,1.0,0.375,-0.7,0.3333333333333333,-0.875,0.4,-0.75,0.75,-0.5,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,-0.5,2,1
119,11,targetsBlackPeople,4,3,4,3,2,3.5,0.375,-0.7,0.3333333333333333,-0.875,0.4,-0.75,0.75,-0.5,man,0.0,white,0.0,-0.5,-1.0,straight,0,1,-0.5,2,1
120,12,Vulgar,1,1,2,1,1,1.5,0.375,-1.0,0.8333333333333334,0.375,-0.4,-0.125,0.75,-0.6666666666666666,man,0.0,white,0.0,-1.0,0.5,straight,0,1,1.0,1,1
121,12,AAE,1,2,2,2,1,2.0,0.375,-1.0,0.8333333333333334,0.375,-0.4,-0.125,0.75,-0.6666666666666666,man,0.0,white,0.0,-1.0,0.5,straight,0,1,1.0,1,1
122,12,targetsBlackPeople,1,3,4,3,3,3.5,0.375,-1.0,0.8333333333333334,0.375,-0.4,-0.125,0.75,-0.6666666666666666,man,0.0,white,0.0,-1.0,0.5,straight,0,1,1.0,1,1
123,12,Vulgar,2,1,2,2,1,1.5,0.375,-1.0,0.8333333333333334,0.375,-0.4,-0.125,0.75,-0.6666666666666666,man,0.0,white,0.0,-1.0,0.5,straight,0,1,1.0,1,1
124,12,AAE,2,1,1,1,1,1.0,0.375,-1.0,0.8333333333333334,0.375,-0.4,-0.125,0.75,-0.6666666666666666,man,0.0,white,0.0,-1.0,0.5,straight,0,1,1.0,1,1
125,12,targetsBlackPeople,2,3,4,4,4,3.5,0.375,-1.0,0.8333333333333334,0.375,-0.4,-0.125,0.75,-0.6666666666666666,man,0.0,white,0.0,-1.0,0.5,straight,0,1,1.0,1,1
126,12,Vulgar,3,1,2,1,1,1.5,0.375,-1.0,0.8333333333333334,0.375,-0.4,-0.125,0.75,-0.6666666666666666,man,0.0,white,0.0,-1.0,0.5,straight,0,1,1.0,1,1
127,12,AAE,3,1,2,2,1,1.5,0.375,-1.0,0.8333333333333334,0.375,-0.4,-0.125,0.75,-0.6666666666666666,man,0.0,white,0.0,-1.0,0.5,straight,0,1,1.0,1,1
128,12,targetsBlackPeople,3,4,5,3,4,4.5,0.375,-1.0,0.8333333333333334,0.375,-0.4,-0.125,0.75,-0.6666666666666666,man,0.0,white,0.0,-1.0,0.5,straight,0,1,1.0,1,1
129,12,Vulgar,4,1,2,1,1,1.5,0.375,-1.0,0.8333333333333334,0.375,-0.4,-0.125,0.75,-0.6666666666666666,man,0.0,white,0.0,-1.0,0.5,straight,0,1,1.0,1,1
130,12,AAE,4,1,1,1,1,1.0,0.375,-1.0,0.8333333333333334,0.375,-0.4,-0.125,0.75,-0.6666666666666666,man,0.0,white,0.0,-1.0,0.5,straight,0,1,1.0,1,1
131,12,targetsBlackPeople,4,2,2,1,2,2.0,0.375,-1.0,0.8333333333333334,0.375,-0.4,-0.125,0.75,-0.6666666666666666,man,0.0,white,0.0,-1.0,0.5,straight,0,1,1.0,1,1
